id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
126,10,5,1,2,4,8,3,0.09,4,2,3,1.0,13,1,0,31,1,32.42,21.5,14986.93,0.23,145,0.05,832.61,697.07,0.33,2,4,12,0.06,43,102,14,14,49,16.21,33,False
127,48,5,7,2,26,6,3,0.06,2,3,2,0.67,14,3,1,50,0,79.97,19.96,31849.29,0.53,267,0.05,1769.4,1595.93,1.0,2,3,13,0.02,108,159,46,17,128,35.9,52,False
128,0,11,0,0,0,0,6,1.0,0,0,1,0.17,18,5,0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.83,0,0,14,0.6,0,0,0,0,10,0.0,0,False
129,14,13,3,3,12,24,7,0.17,12,2,4,0.57,28,1,0,39,1,22.53,28.41,18190.55,0.21,122,0.04,1010.59,640.25,0.14,6,12,23,0.1,46,76,17,21,70,27.78,42,True
130,7,1,2,0,5,0,1,0.17,0,0,1,1.0,3,1,0,6,0,25.71,4.67,560.0,0.04,30,0.21,31.11,120.0,1.0,0,0,4,0.05,12,18,9,7,20,45.45,6,False
131,13,3,1,0,6,4,2,0.07,2,2,1,0.5,7,1,0,27,1,32.9,19.0,11878.01,0.21,133,0.05,659.89,625.16,0.5,1,2,7,0.04,38,95,13,13,48,18.18,27,False
132,5,3,2,0,0,4,2,0.25,2,2,2,1.0,8,1,0,8,3,16.19,9.44,1444.3,0.05,36,0.11,80.24,152.93,0.5,1,2,8,0.12,17,19,9,10,17,0.0,8,False
133,0,27,1,0,0,0,1,1.0,0,0,1,1.0,56,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,44,0.0,0,0,0,0,802,0.0,0,False
134,21,7,13,5,9,12,4,0.12,6,2,4,1.0,26,1,0,28,0,81.88,7.97,5199.37,0.22,121,0.13,288.85,652.47,0.25,3,6,24,0.06,51,70,32,10,65,33.33,33,True
135,0,3,1,0,0,6,2,0.5,2,3,2,1.0,5,1,0,4,0,10.58,5.4,308.4,0.02,15,0.19,17.13,57.11,0.5,2,3,5,0.33,6,9,5,9,6,0.0,4,False
136,3,1,0,0,0,0,1,0.33,0,0,1,1.0,1,1,0,3,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.13,2,7,2,6,8,0.0,3,False
137,1,3,1,0,0,0,2,0.22,0,0,2,1.0,7,1,0,9,3,18.0,6.0,648.0,0.04,27,0.17,36.0,108.0,0.5,0,0,7,0.18,12,15,8,8,11,0.0,9,False
138,1,1,0,0,0,0,1,0.13,0,0,1,1.0,1,1,0,8,2,8.77,10.13,899.21,0.03,24,0.1,49.96,88.81,1.0,0,0,2,0.09,9,15,4,9,11,0.0,8,False
139,11,1,8,0,18,0,1,0.06,0,0,1,1.0,16,1,0,16,0,63.53,5.67,2040.0,0.12,72,0.18,113.33,360.0,1.0,0,0,17,0.02,34,38,24,8,47,52.94,16,False
140,0,1,1,0,0,0,1,0.5,0,0,1,1.0,3,1,0,2,0,16.74,7.0,820.45,0.04,30,0.14,45.58,117.21,1.0,0,0,4,0.2,7,23,5,10,5,0.0,2,False
141,7,1,2,0,2,0,1,0.14,0,0,1,1.0,3,1,0,7,0,14.47,10.0,1446.79,0.05,38,0.1,80.38,144.68,1.0,0,0,4,0.06,8,30,4,10,18,22.22,7,False
142,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
143,33,29,7,9,20,52,15,0.25,24,2,8,0.53,67,3,0,51,0,34.92,44.83,70169.94,0.52,272,0.02,3898.33,1565.33,0.2,14,26,54,0.13,104,168,29,25,115,36.25,60,False
144,4,5,2,0,1,6,3,0.27,2,3,2,0.67,9,3,1,11,3,19.34,11.67,2632.25,0.08,48,0.09,146.24,225.62,1.0,2,3,8,0.18,20,28,12,14,17,8.33,11,False
145,11,3,3,6,3,4,2,0.09,2,2,1,0.5,8,1,0,16,0,38.22,12.32,5796.41,0.16,95,0.08,322.02,470.65,0.5,1,2,8,0.05,39,56,19,12,38,36.0,22,False
146,17,11,3,13,6,16,6,0.17,6,2,4,0.67,21,5,0,23,1,24.52,21.38,11200.69,0.17,103,0.05,622.26,524.01,0.83,5,8,17,0.1,38,65,16,18,61,45.24,36,True
147,8,3,4,0,3,4,2,0.2,2,2,2,1.0,8,1,0,10,4,40.24,4.43,790.81,0.06,40,0.23,43.93,178.38,0.5,1,2,8,0.08,19,21,15,7,26,23.08,10,False
148,1,7,1,0,0,0,4,0.5,0,0,2,0.5,13,3,0,8,1,13.09,15.56,3166.49,0.07,45,0.06,175.92,203.56,0.75,0,0,11,0.36,20,25,9,14,11,0.0,8,False
149,7,3,0,6,9,4,2,0.17,2,2,1,0.5,6,1,0,6,4,26.79,7.88,1661.41,0.07,54,0.13,92.3,210.97,0.5,1,2,6,0.06,18,36,8,7,33,71.43,12,False
150,21,10,1,1,7,0,9,0.2,0,0,2,0.22,21,1,0,44,1,32.63,24.1,18942.67,0.26,144,0.04,1052.37,786.16,0.11,0,0,14,0.12,44,100,21,23,75,15.38,45,False
151,1,17,5,0,0,0,9,0.45,0,0,8,0.89,41,1,0,20,0,31.13,20.58,13190.87,0.21,138,0.05,732.83,640.85,0.11,0,0,34,0.33,38,100,12,13,27,0.0,20,False
152,17,23,6,2,10,32,1,0.01,16,2,1,1.0,58,1,0,94,0,41.9,39.36,64918.77,0.55,277,0.03,3606.6,1649.31,1.0,8,16,46,0.01,109,168,36,26,125,11.32,96,False
153,1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.23,9,25,6,10,13,0.0,6,False
154,0,1,1,0,0,0,1,1.0,0,0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.02,0,0,0,0,62,0.0,0,False
155,1,7,2,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,17.15,11.92,2435.45,0.07,50,0.08,135.3,204.37,0.25,0,0,14,0.27,13,37,6,11,15,0.0,8,False
156,3,3,1,0,0,4,2,0.25,2,2,2,1.0,5,1,0,8,1,16.23,4.57,339.34,0.02,19,0.22,18.85,74.23,0.5,1,2,5,0.15,8,11,7,8,13,0.0,8,False
157,0,1,1,0,0,0,1,0.25,0,0,1,1.0,2,1,0,4,1,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,1.0,0,0,3,0.2,4,7,4,7,5,0.0,4,False
158,1,5,1,0,0,6,3,0.19,2,3,2,0.67,8,3,1,16,1,18.11,10.83,2125.66,0.07,44,0.09,118.09,196.21,1.0,2,3,7,0.16,15,29,9,13,19,0.0,16,False
159,11,5,4,6,16,0,3,0.1,0,0,2,0.67,20,1,0,25,0,27.85,17.97,8994.33,0.17,102,0.06,499.69,500.5,0.33,0,0,19,0.05,47,55,17,13,60,46.81,31,False
160,0,3,0,0,0,0,2,1.0,0,0,1,0.5,6,1,0,0,0,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0.5,0,0,6,2.0,4,8,3,6,1,0.0,0,False
161,0,5,1,1,2,8,3,0.3,4,2,2,0.67,9,1,0,9,3,18.87,7.8,1147.86,0.05,33,0.13,63.77,147.16,0.33,2,4,8,0.21,13,20,10,12,14,25.0,10,False
162,3,1,3,0,1,0,1,0.09,0,0,1,1.0,4,1,0,11,0,24.44,7.73,1459.45,0.06,43,0.13,81.08,188.87,1.0,0,0,5,0.03,17,26,11,10,33,8.33,11,False
163,1,13,3,0,0,0,7,0.47,0,0,6,0.86,31,1,0,15,0,21.28,19.5,8090.65,0.14,96,0.05,449.48,414.91,0.14,0,0,26,0.32,26,70,8,12,22,0.0,15,False
164,7,1,4,2,15,0,1,0.07,0,0,1,1.0,5,1,0,12,0,38.33,5.54,1177.03,0.07,50,0.18,65.39,212.4,1.0,0,0,6,0.03,19,31,12,7,38,58.62,14,False
165,1,7,0,2,0,10,4,0.44,4,2,1,0.25,11,3,0,7,1,11.77,13.81,2245.01,0.05,35,0.07,124.72,162.53,0.75,3,5,9,0.33,13,22,8,17,12,22.22,9,False
166,9,9,1,3,3,0,5,0.42,0,0,2,0.4,17,1,0,9,1,16.62,25.33,10668.04,0.14,85,0.04,592.67,421.11,0.2,0,0,14,0.19,32,53,12,19,26,40.0,12,False
167,0,9,1,0,0,0,5,1.0,0,0,5,1.0,14,5,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,11,0.36,0,0,0,0,14,0.0,0,False
168,1,1,0,0,0,0,1,0.07,0,0,1,1.0,1,1,0,15,3,32.8,9.38,2882.46,0.1,70,0.11,160.14,307.46,1.0,0,0,2,0.06,25,45,12,9,17,0.0,15,False
169,1,5,0,0,1,8,3,0.3,4,2,1,0.33,12,1,0,10,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,9.09,10,False
170,15,1,7,0,6,0,1,0.11,0,0,1,1.0,8,1,0,9,0,36.46,3.0,328.18,0.04,28,0.33,18.23,109.39,1.0,0,0,9,0.03,9,19,9,6,32,40.0,9,False
171,1,1,0,0,0,0,1,0.5,0,0,1,1.0,1,1,0,2,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
172,0,1,1,0,0,0,1,0.2,0,0,1,1.0,2,1,0,5,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,3,0.17,4,7,4,6,6,0.0,5,False
173,0,3,0,0,0,0,2,1.0,0,0,1,0.5,6,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0,6,0.02,0,0,0,0,84,0.0,0,False
174,1,15,6,0,0,0,8,0.44,0,0,7,0.88,36,1,0,18,0,34.01,17.0,9828.62,0.19,123,0.06,546.03,578.15,0.13,0,0,30,0.32,34,89,13,13,25,0.0,18,False
175,0,19,0,0,0,0,5,1.0,0,0,1,0.2,37,4,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8,0,0,29,0.04,0,0,0,0,135,0.0,0,False
176,11,9,0,0,5,16,5,0.23,8,2,1,0.2,18,1,0,22,0,17.69,33.08,19354.95,0.2,116,0.03,1075.28,585.15,0.2,4,8,15,0.11,43,73,13,20,44,18.52,22,False
177,3,1,1,0,0,0,1,0.25,0,0,1,1.0,2,1,0,4,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1.0,0,0,3,0.11,3,5,3,4,9,0.0,4,False
178,1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,1,17.3,4.2,305.12,0.02,21,0.24,16.95,72.65,0.33,0,0,10,0.38,7,14,5,6,8,0.0,6,False
179,9,11,5,0,5,18,6,0.16,8,2,3,0.5,27,3,0,37,0,32.64,23.38,17851.06,0.25,139,0.04,991.73,763.37,0.5,5,9,23,0.11,64,75,26,19,53,11.9,37,False
180,8,3,0,1,7,4,2,0.13,2,2,1,0.5,7,1,0,15,1,20.68,12.5,3231.69,0.09,62,0.08,179.54,258.54,0.5,1,2,7,0.06,25,37,9,9,33,34.78,16,True
181,18,7,1,4,27,10,4,0.17,4,2,2,0.5,12,3,0,19,2,26.4,21.18,11839.59,0.19,109,0.05,657.76,559.09,0.75,3,5,10,0.06,40,69,17,18,69,62.0,23,False
182,1,3,0,0,0,0,2,0.29,0,0,1,0.5,6,1,0,7,2,8.9,7.0,435.89,0.02,18,0.14,24.22,62.27,0.5,0,0,6,0.22,8,10,4,7,9,0.0,7,False
183,3,5,1,4,0,8,3,0.27,4,2,2,0.67,9,1,0,7,1,20.85,5.0,521.24,0.03,25,0.2,28.96,104.25,0.33,2,4,8,0.19,10,15,9,9,16,36.36,11,True
184,3,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,8.86,6.0,318.91,0.02,16,0.17,17.72,53.15,0.5,1,2,6,0.18,8,8,4,6,11,0.0,6,False
185,3,19,12,0,5,0,10,0.25,0,0,8,0.8,62,3,0,40,2,45.51,39.03,69340.63,0.59,287,0.03,3852.26,1776.48,0.3,0,0,54,0.2,133,154,46,27,49,11.11,40,False
186,16,3,14,12,12,4,2,0.1,2,2,2,1.0,19,1,0,9,0,57.37,6.72,2590.56,0.13,74,0.15,143.92,385.5,0.5,1,2,19,0.04,28,46,25,12,51,72.73,21,True
187,3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,20.0,10.21,2087.05,0.07,49,0.1,115.95,204.33,0.25,3,6,14,0.24,13,36,7,11,17,0.0,8,False
188,0,11,2,0,0,0,6,1.0,0,0,2,0.33,22,6,1,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,18,0.43,0,0,0,0,14,0.0,0,False
189,5,1,1,2,0,0,1,0.11,0,0,1,1.0,2,1,0,7,3,19.64,5.5,594.0,0.04,27,0.18,33.0,108.0,1.0,0,0,3,0.05,11,16,8,8,19,22.22,9,False
190,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
191,1,9,2,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,0.2,0,0,18,0.29,17,45,6,10,17,0.0,10,False
192,5,1,1,0,1,0,1,0.17,0,0,1,1.0,2,1,0,6,1,16.3,4.08,271.98,0.02,18,0.24,15.11,66.61,1.0,0,0,3,0.07,7,11,6,7,14,14.29,6,False
193,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
194,21,17,2,4,9,22,10,0.26,10,2,2,0.2,32,1,0,35,0,23.31,30.11,21129.06,0.23,131,0.03,1173.84,701.84,0.1,6,11,24,0.14,52,79,19,22,71,27.08,39,False
195,3,5,0,2,5,8,3,0.38,4,2,1,0.33,10,1,0,6,3,11.15,13.0,1884.3,0.05,33,0.08,104.68,144.95,0.33,2,4,9,0.15,13,20,7,14,20,53.85,8,True
196,0,3,0,0,0,4,2,0.67,2,2,1,0.5,5,1,0,3,3,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,0.5,1,2,5,0.4,3,9,3,7,5,0.0,3,False
197,9,3,3,10,5,4,2,0.07,2,2,2,1.0,9,1,0,20,0,30.43,17.19,8989.71,0.17,110,0.06,499.43,523.03,0.5,1,2,9,0.04,50,60,16,11,46,42.86,30,True
198,1,20,5,2,3,0,12,0.28,0,0,9,0.75,50,7,0,41,2,30.92,45.36,63608.7,0.47,246,0.02,3533.82,1402.31,0.58,0,0,40,0.25,84,162,25,27,48,10.87,43,False
199,12,1,5,3,5,0,1,0.1,0,0,1,1.0,8,1,0,7,0,33.33,5.4,972.0,0.06,45,0.19,54.0,180.0,1.0,0,0,9,0.03,18,27,10,6,29,53.33,10,True
200,15,5,4,0,3,6,3,0.23,2,3,3,1.0,16,1,0,13,0,35.25,13.42,6349.96,0.16,93,0.07,352.78,473.13,0.33,2,3,15,0.09,34,59,19,15,33,18.75,13,False
201,15,1,8,8,8,0,1,0.05,0,0,1,1.0,11,1,0,11,2,118.03,3.19,1200.82,0.13,74,0.31,66.71,376.47,1.0,0,0,12,0.01,37,37,29,5,134,59.26,19,False
202,40,21,6,15,78,34,11,0.16,14,2,6,0.55,42,9,0,52,0,53.33,32.38,55896.59,0.58,296,0.03,3105.37,1726.54,0.82,10,17,33,0.06,111,185,36,21,196,64.14,67,False
203,5,5,0,3,1,8,3,0.14,4,2,1,0.33,10,1,0,19,1,16.3,23.33,8879.54,0.13,83,0.04,493.31,380.55,0.33,2,4,9,0.1,28,55,9,15,30,17.39,22,False
204,14,1,1,55,0,0,1,0.0,0,0,1,1.0,196,1,0,155,0,2246.32,11.67,306039.54,8.74,2833,0.09,17002.2,26219.5,1.0,0,0,197,0.0,1403,1430,601,10,226,26.19,210,True
205,1,7,1,0,0,0,4,0.67,0,0,2,0.5,14,4,1,6,1,10.69,9.0,865.9,0.03,26,0.11,48.11,96.21,1.0,0,0,12,0.5,8,18,4,9,8,0.0,6,False
206,26,5,1,10,7,8,3,0.06,4,2,1,0.33,17,1,0,38,0,30.09,43.27,56334.14,0.43,277,0.02,3129.67,1302.02,0.33,2,4,16,0.04,118,159,15,11,83,30.91,48,True
207,6,5,4,0,13,6,3,0.25,2,3,1,0.33,11,1,0,12,1,19.34,11.67,2632.25,0.08,48,0.09,146.24,225.62,0.33,2,3,10,0.09,20,28,12,14,33,52.0,12,False
208,1,5,2,0,0,6,3,0.23,2,3,2,0.67,9,3,1,13,0,20.14,10.5,2220.96,0.07,45,0.1,123.39,211.52,1.0,2,3,8,0.19,18,27,12,14,16,0.0,13,False
209,12,5,2,0,13,8,3,0.27,4,2,1,0.33,11,1,0,11,0,27.67,6.54,1183.09,0.06,40,0.15,65.73,180.94,0.33,2,4,10,0.08,17,23,13,10,37,54.17,11,False
210,2,143,8,0,0,0,72,1.26,0,0,71,0.99,221,70,0,57,0,94.78,31.27,92697.93,0.99,482,0.03,5149.89,2964.18,0.97,0,0,151,1.18,215,267,55,16,61,0.0,57,False
211,15,33,12,2,49,62,1,0.01,30,2,1,1.0,79,1,0,92,1,74.33,35.24,92334.31,0.87,426,0.03,5129.68,2619.79,1.0,16,31,64,0.01,157,269,49,22,160,35.66,94,False
212,3,1,1,0,2,0,1,0.33,0,0,1,1.0,2,1,0,3,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1.0,0,0,3,0.1,4,7,3,6,10,40.0,3,False
213,53,27,2,12,22,44,14,0.17,18,2,8,0.57,55,8,0,72,0,42.52,62.4,165551.69,0.88,451,0.02,9197.32,2653.07,0.57,13,22,43,0.09,182,269,35,24,161,32.08,84,False
214,2,23,0,6,0,40,12,0.27,18,2,1,0.08,48,6,0,39,7,31.07,35.11,38303.42,0.36,205,0.03,2127.97,1091.0,0.5,11,20,38,0.22,95,110,23,17,55,13.33,45,False
215,1,5,1,0,0,0,3,0.38,0,0,2,0.67,9,1,0,8,0,8.27,16.8,2334.76,0.05,34,0.06,129.71,138.97,0.33,0,0,8,0.25,14,20,5,12,12,0.0,8,False
216,30,21,7,9,27,40,11,0.22,20,2,5,0.45,49,7,0,42,3,37.79,30.0,34007.12,0.38,213,0.03,1889.28,1133.57,0.64,10,20,40,0.1,90,123,24,16,111,46.15,51,False
217,8,1,4,1,4,0,1,0.17,0,0,1,1.0,5,1,0,5,0,22.5,2.0,90.0,0.02,15,0.5,5.0,45.0,1.0,0,0,6,0.05,4,11,4,4,20,50.0,6,True
218,0,5,1,0,0,0,3,1.0,0,0,1,0.33,11,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33,0,0,10,0.23,0,0,0,0,13,0.0,0,False
219,4,1,0,0,0,0,1,0.13,0,0,1,1.0,1,1,0,8,1,18.58,11.0,2247.77,0.07,57,0.09,124.88,204.34,1.0,0,0,2,0.07,22,35,6,6,14,0.0,8,False
220,3,37,3,0,0,0,19,0.53,0,0,6,0.32,68,11,0,36,3,29.61,43.85,56916.12,0.43,230,0.02,3162.01,1298.09,0.58,0,0,51,0.48,95,135,26,24,40,0.0,36,False
221,20,5,11,4,10,8,3,0.14,4,2,2,0.67,20,1,0,18,0,39.64,11.0,4795.88,0.15,85,0.09,266.44,435.99,0.33,2,4,19,0.06,33,52,21,14,54,43.75,22,True
222,40,11,2,10,27,18,6,0.12,8,2,5,0.83,23,6,1,42,1,33.65,30.68,31677.57,0.34,194,0.03,1759.86,1032.45,1.0,5,9,19,0.05,75,119,22,18,120,46.84,52,False
223,4,3,1,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,2,25.6,6.54,1094.35,0.06,37,0.15,60.8,167.37,0.5,1,2,6,0.11,17,20,13,10,18,8.33,12,False
224,8,1,0,4,1,0,1,0.05,0,0,1,1.0,1,1,0,18,0,17.87,28.58,14596.38,0.17,138,0.03,810.91,510.66,1.0,0,0,2,0.03,49,89,6,7,33,21.74,22,True
225,0,1,3,0,0,0,1,0.17,0,0,1,1.0,4,1,0,6,0,15.36,4.2,271.02,0.02,18,0.24,15.06,64.53,1.0,0,0,5,0.13,6,12,5,7,8,0.0,6,False
226,5,1,2,0,9,0,1,0.25,0,0,1,1.0,3,1,0,4,0,18.49,3.5,226.54,0.02,17,0.29,12.59,64.73,1.0,0,0,4,0.05,7,10,7,7,20,69.23,4,False
227,18,9,2,5,8,16,5,0.17,8,2,2,0.4,19,1,0,25,0,20.05,21.25,9053.79,0.14,86,0.05,502.99,426.06,0.2,4,8,16,0.09,35,51,14,17,58,34.21,30,True
228,10,3,1,2,13,4,2,0.1,2,2,1,0.5,8,1,0,19,0,22.99,23.11,12280.56,0.18,130,0.04,682.25,531.37,0.5,1,2,8,0.04,52,78,9,8,45,44.12,21,False
229,3,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,0,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,0.5,1,2,6,0.17,9,15,5,8,12,0.0,7,False
230,1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,0.33,0,0,10,0.23,9,26,6,11,13,0.0,6,False
231,9,1,3,0,5,0,1,0.1,0,0,1,1.0,4,1,0,10,1,19.88,11.11,2454.36,0.07,52,0.09,136.35,220.89,1.0,0,0,5,0.04,20,32,9,10,26,33.33,10,False
232,31,25,5,9,77,0,14,0.15,0,0,12,0.86,54,12,0,85,3,37.11,40.91,62115.21,0.51,269,0.02,3450.85,1518.2,0.86,0,0,42,0.07,113,156,29,21,204,50.29,94,False
233,2,1,0,0,2,0,1,0.05,0,0,1,1.0,1,1,0,21,2,27.02,35.67,34375.18,0.32,223,0.03,1909.73,963.79,1.0,0,0,2,0.04,107,116,12,8,28,8.7,21,False
234,0,20,6,0,0,0,13,0.36,0,0,6,0.46,40,12,0,36,0,34.83,19.0,12571.87,0.22,129,0.05,698.44,661.68,0.92,0,0,29,0.34,32,97,16,19,38,0.0,36,False
235,3,7,2,0,8,0,4,0.24,0,0,2,0.5,15,3,0,17,7,17.85,11.82,2492.55,0.07,46,0.08,138.48,210.91,0.75,0,0,13,0.14,20,26,11,13,29,32.0,17,False
236,6,6,2,4,10,0,5,0.19,0,0,5,1.0,13,1,0,23,2,27.77,18.5,9505.92,0.17,101,0.05,528.11,513.83,0.2,0,0,10,0.11,37,64,17,17,45,37.84,27,False
237,6,3,0,0,10,4,2,0.4,2,2,1,0.5,6,1,0,5,2,8.86,6.0,318.91,0.02,16,0.17,17.72,53.15,0.5,1,2,6,0.09,8,8,4,6,22,66.67,5,False
238,2,9,3,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,19.67,13.36,3508.99,0.09,63,0.07,194.94,262.71,0.2,0,0,18,0.28,17,46,7,11,18,0.0,10,False
239,2,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,2,4,10,0.21,9,25,6,10,14,0.0,6,False
240,2,7,2,0,0,0,4,0.44,0,0,2,0.5,13,1,0,9,1,15.82,14.3,3234.35,0.08,50,0.07,179.69,226.18,0.25,0,0,11,0.31,22,28,10,13,13,0.0,9,False
241,13,5,0,6,42,8,3,0.25,4,2,1,0.33,9,1,0,6,2,16.21,11.0,1962.54,0.06,42,0.09,109.03,178.41,0.33,2,4,8,0.04,16,26,8,11,69,88.89,12,False
242,3,9,5,0,0,0,5,0.45,0,0,4,0.8,21,3,0,11,2,17.98,17.82,5709.41,0.11,69,0.06,317.19,320.43,0.6,0,0,18,0.33,28,41,11,14,15,0.0,11,False
243,1,7,1,0,0,12,4,0.31,6,2,1,0.25,17,1,0,13,4,19.87,20.53,8379.04,0.14,84,0.05,465.5,408.07,0.25,3,6,15,0.21,44,40,15,14,19,0.0,13,False
244,0,1,0,0,5,0,1,1.0,0,0,1,1.0,1,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.13,0,1,0,1,8,83.33,1,False
245,1,1,1,0,3,0,1,0.5,0,0,1,1.0,2,1,0,2,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.13,3,4,3,4,8,60.0,2,False
246,6,5,3,0,0,8,3,0.19,4,2,3,1.0,13,1,0,16,0,35.26,7.71,2098.48,0.09,61,0.13,116.58,272.03,0.33,2,4,12,0.13,27,34,14,8,24,0.0,16,False
247,1,36,2,1,0,0,21,0.42,0,0,6,0.29,77,9,0,49,5,29.75,68.5,139594.59,0.68,345,0.01,7755.26,2037.88,0.43,0,0,58,0.4,137,208,30,30,52,2.0,50,False
248,2,1,3,0,6,0,1,0.07,0,0,1,1.0,10,1,0,14,0,41.04,6.42,1689.97,0.09,62,0.16,93.89,263.37,1.0,0,0,11,0.04,22,40,12,7,24,30.0,14,False
249,3,1,1,0,2,0,1,0.33,0,0,1,1.0,2,1,0,3,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1.0,0,0,3,0.1,4,7,3,6,10,40.0,3,False
250,4,5,3,1,2,8,3,0.19,4,2,3,1.0,12,1,0,15,0,24.04,10.4,2599.82,0.08,52,0.1,144.43,249.98,0.33,2,4,11,0.13,24,28,15,13,24,16.67,16,True
251,1,9,2,0,0,0,5,0.42,0,0,4,0.8,21,1,0,12,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,0.2,0,0,18,0.33,17,45,6,10,15,0.0,12,False
252,0,1,1,0,0,0,1,0.5,0,0,1,1.0,2,1,0,2,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,2,False
253,7,5,2,1,2,8,3,0.18,4,2,3,1.0,12,1,0,16,1,17.66,17.5,5408.68,0.1,65,0.06,300.48,309.07,0.33,2,4,11,0.11,28,37,12,15,28,15.79,17,True
254,6,7,3,3,5,12,4,0.57,6,2,4,1.0,13,1,0,4,0,16.02,5.4,467.02,0.03,25,0.19,25.95,86.49,0.25,3,6,11,0.2,9,16,5,6,20,66.67,7,False
255,19,17,10,14,10,28,9,0.19,12,2,6,0.67,36,1,0,33,0,53.47,15.83,13404.4,0.28,157,0.06,744.69,846.59,0.11,8,14,29,0.12,57,100,27,15,78,42.11,47,True
